text,label,reason
"У меня одного не получается зайти на сайт cac? Вводил все возможные пароли, а когда пытаюсь восстановить пароль то не приходит имейл",NOISE,Asks practical question.
Имею ли я право приглашать гостя в комнату и почиллить? Никому не мешаю кста и никто не жалуется,NOISE,Asks about rules/rights.
"Перевелся с гум на сайнс только в во втором семаке третьего года, с полным осознанием того, что будет полноценный пятый год, считаю это лучше чем ебашить в НУ на социологии, чтобы потом по выпуску работать в маке. Выбрал сайнс, так как вижу перспективу и РИСЕРЧ институте заниматься таким, и по программе мне все нравится и идёт все как по маслу",NOISE,"Explains decision, expresses satisfaction."
"Че за хуйня?
Бля человек умер в у нас в кампусе. Всем вам похуй на это? 
Мне капец тяжело думать об этом происшествие,  и что мне надо еще два года учиться в том месте где человек умер.",DISTRESS,"Expresses shock, grief, difficulty."
"Иногда сложно разобраться, где проходит грань между «зависимостью» и естественной поддержкой. С одной стороны, говорят, что важно быть самостоятельным и не висеть на шее у родителей. С другой — ведь именно родители чаще всего готовы поддержать, особенно пока ты учишься и только начинаешь становиться на ноги. Я на втором курсе, и мне всё ещё помогают деньгами. Это нормально?",NOISE,Asks for advice/validation.
"Im jealous of mfs who consume the worst shi possible and nothing happens to them while I have the healthiest diet, sports literally everyday and get sick each month. Im tired of this",DISTRESS,"Expresses jealousy, frustration, tiredness."
"если у кого-то есть рецепты очень легких блюд, приготовление которых не занимает много времени, можете поделиться :) мне 20 лет по идее, но кроме риса, гречки и пары других гарниров ничего готовить так и не научился",NOISE,"Asks for recipes, light self-depracation."
"Серьезный социологический опрос! Вопрос только для девушек, прошу отнестись серьезно. У меня с моей девушке возник спор на тему того, кто когда какает. Она утверждает, что я как парень и то, что я какаю по утрам, это норма для парней. Но она говорит, что девушкам сложнее какать каждый день, практически невозможно какать более 3 дней в неделю, даже если очень сильно хочется. Ссылается она на то, что женский организм устроен иначе. 
P.S.: студентки NUSOM, объясните пожалуйста правдиво ли утверждение моей девушки. 
Заранее всех благодарю за участие!",NOISE,Asks a factual question.
бля эти дети это уже пиздец. Прохожу через турникет и два забегают за мной,NOISE,Complains about children's behavior.
"Я проснулся, у меня свободный день. Я могу заниматься чем хочу. Но я не хочу вообще проживать этот день, я хочу просто проспать его, мне тревожно и хочется просто избежать мыслей о существование.

Мне было относительно лучше, но путь в университет, это было очень тяжело. У меня не понимаю почему, началась сильная тревога, можно сказать паника, мне было тяжело дышать. Я сейчас эмоционально чувствую ужасно. Я просто шёл и мне было так невероятно изнуряюще и тяжело, в голове мысли путаются, и дыхание не ровное. Фух...

Я так устал, я чувствую себя таким failure. С таким трудом даётся, просто черт возьми прогулка с общежития до университет. Я устал, ничего  больше не могу сказать. 

С такими днями, я не знаю, я не думаю что мне нравится такое существование. Я не знаю, что делать со всем этим. 

P.S. не знаю зачем делюсь, но может кто-то скажет дельное или может был похожий опыт",ALL_OR_NOTHING,Self-labels as 'failure'.
"Мне кажется, что старшее поколение казахов носит в себе не так много подлинно казахского.

Скорее, их мировоззрение и образ мышления были сформированы людьми, с которыми они жили в одно время и в одних условиях в эпоху СССР. Основу этого поколения составляют те, кто выжил после войны и затем сформировал ментальный 'костяк' нашего общества. Эти люди жили по советским установкам, во многом забыли свои корни и традиции, и сейчас часто просто копируют русские свадьбы и обряды

В силу исторических обстоятельств они создали для себя образ традиции, который считают правильным но, как мне кажется, это не совсем соответствует действительной культуре казахского народа

Так что тойсыз болмайды деген это просто цепочка по которому все они живут боясь друг друга 

Цепочка кстати никогда не прорвется пока на земле будут жить все поколение до 21",NOISE,"Sociological observation, opinion."
"Я хочу сходить на консультацию с психиатром в НУ, насколько он/она хороший? 

Просто, в последнее время мне ужасно в плане настроения, тревожности, в последнее время часто рыдаю. Я походил к психологу в НУ 2 раза, но думаю, просто анализ поведения и мыслей и все такое, не особо достаточно в моей ситуации. Хоть и дискомфортно и страшно, думаю узнать...",DISTRESS,"Expresses mood issues, anxiety, crying."
"вышел с  академа, но мне все еще не приходят письма, что нужно сделать чтоб починить?",NOISE,Asks for technical advice.
"я муслим и всегда думаю что правильное поведение награждатся. но часто удивляюсь когда вижу реально хороших людей у которых проблемы, и не очень хороших людей, например коррупционеров и тп у кого в жизни все круто. как думаете почему так?",NOISE,"Philosophical question, general observation."
"Почему все критикуют Россию в вопросе с азербайджанцами? я сам лично прожил в РФ два года, причем в разных городах, азеры и армяшки реально ведут себя там как хозяева 99% мафии и бадитизма и мафии это азеры, их там все недолюбливают начиная от русских до чеченцев, и да я с юга Кз там тоже азеры заправляли всем бандитизмом",NOISE,"Opinionated complaint, external focus."
"Меня кпц как раздражает что уник пытается всячески заработать, и страдают студенты (цены на все повышаются и бесплатные вещи/услуги платными становятся) и само здание уника (Те же дети, че ток не переломали) Действительно обидно.",NOISE,"Situational complaining, external anger."
"мало того, что они нашли самый редкий вид лампочки (которую хуй найдешь в астане), еще и платить за нее 4400 это не жирно? ладно , может айм оверреактинг. не знаю как у вас, но в моем случае при выселении постоянно жестко проверяют. а когда я сам заселяюсь в новую, комнаты всегда в хуевом состоянии.",NOISE,"Situational complaining, frustration."
"Всегда когда читаю книгу где главный герой не сильно хорошо описан, то для меня там всегда Райан Гослинг",NOISE,"Personal preference, imaginative quirk."
"Я перваш, хотел узнать, можно ли брать летние курсы даже если успеваешь по учебе и ничего не проваливал? Просто чтобы закрыть, и не сильно париться в году",NOISE,Asking for information/advice.
"Ребят, если диплом с универа не забирать, универ не будет убирать меня с базы студентов? то есть отсрочка будет все еще от армии? или это не зависит от того заберу я диплом или нет?",NOISE,Asking for information/advice.
"Че за фигня планирую регу курсов 1 year мехинж и получаются всегда башни близнецы во вторник и четверг, остальные варики у меня клэшатся, am i cooked?",NOISE,"Situational frustration, course registration."
Ебала я этот переезд и хаузинг со всем этим,NOISE,"External anger, frustration."
"Бляя все это время я думал Джейми Фокс это имя порноактрисы, а это черный чувак",NOISE,Trivial personal thought.
"Если никого заселили, уже все? Я могу сладко и крепко спать не боясь того что кто то может заселиться?",NOISE,"Seeking clarification, practical question."
"Мне всегда пугали ассамблером что это сродни от песка реальный город строит. А на деле это вероятно один из легких языков программирование если так можно сказать. Но ассемблер это как твой неуверенный друг который постоянно запрашивает че он должен делать отдельным куском инструкции. Он вообще не соображает че делать самому. Ты челу должен объяснить что ему надо говорить ртом и дышать и прочитать вот именно эту бумажку где написано: 'Hello world!'. ТЕПЕРЬ ДЕЛАЙ! ДА ДЫШИ, ДА ГОВОРИ РТОМ, ДА ЧИТАЙ ВОТ ЭТУ ЕБ*НУЮ БУМАЖКУ! Ну кароч вот так вот обьясняешь и пишешь.",NOISE,"Descriptive rant, programming analogy."
"Я считаю что для женщин все абонементы в фитнес и бассейн должны быть на 15 % дешевле. Почему я должна платить за дни, когда я физически не могу заниматься спортом",NOISE,Opinionated complaint about policy.
"Чем чаще я контактирую с детьми до 10 лет, тем более ужасным мне кажется отношение моих родителей ко мне, когда я был в этом возрасте. Типа как можно видеть перед собой плачущего 4-летнего мальчика, который расстроился из-за того что наступил в лужу и подумать 'Бля, вот он нытик ебаный, вмажу ка я ему пощёчину чтобы не плакал'. Или когда твой ребенок пришел расстроенный со школы с первой двойкой в дневнике и твоя поддержка это отлупить его ремнем прибавляя по 10 ударов за каждый раз, когда он попытается увернуться или закричит. Дети же такие маленькие и хрупкие, а ты полноценно физически развитый взрослый человек, какой это моральной мразью надо быть, чтобы решить применить какие-либо физические наказания к настолько слабому и беззащитному созданию, КОТОРОГО ТЫ САМ ЖЕ И ПОРОДИЛ? Я не могу себе даже представить, чтобы мне пришла мысль дать ребёнку подзатыльник, при этом мой отец до сих пор ходит на работу с термосом с вмятиной от моей башки, потому что 6-летний я как-то его разозлил и он кинул этот сраный термос мне в голову.",DISTRESS,"Processing childhood trauma, emotional pain."
"У меня есть знакомый с манерой постоянно шутить, только шутить в кавычках потому что эти шутки всегда не к месту и нихуя не смешные. Как-то меня это возмутило и я спросил замечает ли он что никто не смеётся от его шуток и он отвечает что знает и продолжает шутить чтобы бесить людей. Как теперь ему донести что он никого не бесит, а на него просто смотрят как на дауна?",NOISE,"Asking for advice, external problem."
"Смешно, что на посты, где хоть как-то упоминаются гуманитарии/технари всегда появляются одни и те же персоны, которые судя по всему живут в ВА. И гуманитарии в целом не особо активны, видимо живут реальной жизнью)
(не обижайтесь, я вас на самом деле люблю)",NOISE,"Generalized observation, humorous comment."
"У меня микро4len. Ну прям очень маленький. Он в эрегированном виде примерно будет сантиметров 6-7 Для кого-то может показаться смешным. Но представьте жить с таким мизинцем. Уже был в отношениях и этот недостаток сильно влиял. Так сильно, что это рушили мои любые планы на серьезные отношения. Теперь же даже не могу подходить к девушкам и знакомится из-за этой проблемы. Потому что каждый раз всплывает картина моего маленького хасбика в глазах и я сразу начинаю саботировать любые взаимодействия с противоположным полом.
Сейчас я просто хочу изолироваться от всех. У меня нет депрессии и все еще хочу жить и радоваться жизнью, но точно есть апатия. Постоянно хожу злой и угрюмый. Настроение на нуле. Чувствую себя проклятым. Постоянно спрашивают, почему я такой грустный. Но ничего не могу сказать своим родным и друзьям. Поэтому пишу все сюда.",DISTRESS,"Deep insecurity, emotional pain, apathy."
Что будет кроме Ф если скипну все лекции ? Мне могут мискондакт дать или что то еще кроме Ф? Надо срочно уезжать мне просто,NOISE,Asking for information.
"I remember someone said that, your self esteem is low if you fall for someone who show tiny attention to you. Fr, i always felt for someone who just talked with me and nothing else :(",DISTRESS,"Low self-esteem, vulnerability, sadness."
"Бэтмен против супермена, 

Чо делать если не могу уснуть, если не чекну все соцсети и не посмотрю пару-дюжин thirst видосов в инсте? Is it my wind down routine?",NOISE,"Asking for advice, personal habit."
"Всем привет, есть ли возможность получить оффер если я на уэйтинг листе на мд програм?",NOISE,Asking for advice.
"Все РА получили зарплату? Если я до сих пор не получил, куда можно обращаться?",NOISE,Asking for information.
"Well... Guys,
I feel like depressed because of the fact that I haven't seen my neighbor cat for 2 days, is it possible? Is it curable? *wanna cry*",DISTRESS,Expresses genuine emotional pain.
"Я собираюсь умирать…

Не знаю как обьяснить, но мне очень плохо, поссорился с девушкой, с родителями, дрезья кинули, с учебой все плохо, хочу очень многое сделать в жизни, но одновременно я не хочется, понимаю что я ужастный, наверное дцмаете что я жалкий, но так и есть, для меня выход только один( 

Не будьте как я",ALL_OR_NOTHING,"Absolute self-labeling, definitive outcome."
Почему много реджектов в дорм? Мне ничего не пришло. С каждым днём страшнее становится.,DISTRESS,Expresses growing anxiety.
"вижу некоторым пришел отказ от хаузинга. если я ниче не получил, это значит у меня с доками все норм?",NOISE,Asking for clarification.
"Стоп я же могу оставить кухонные вещи на кухне и уехать, ничего не будет же, потом в авгвсте приеду и заберу???",NOISE,Practical question.
"Смотря на все это, я переживаю что уник прекратит снабжать корпус туалетной бумагой….",DISTRESS,Expresses worry.
"I always bragged about how my mum would cook the best meals making even me love veggies as a kid, and today I learned that all of her tricks were literally adding a large spoon of taste enhancer and half a bag of universal seasoning",NOISE,Anecdotal observation.
"Такое чувство, будто все вокруг работают и только я сижу на шее у родителей",ALL_OR_NOTHING,Sees self as total outlier.
"Что делать с вещами? Если с документами все ок, и в форме указывал что планирую остаться в этой же комнате, я могу их оставить или надо ждать ответ хаузинга?",NOISE,Practical questions.
"Я искренне от всего сердца считаю, что если вам трудно заводить как романтические, так и дружественные отношения, то проблема таится именно в вас.

Я утопаю в новых знакомствах и со временем я обретаю больше и больше друзей. Только вот не кидков каких-то, которые с вами ходят лишь бы выпить, да чем-то приятным заняться, а в случае проблемы бегут на все четыре стороны, а именно настоящих друзей. 

Я наблюдал за людьми, которым трудно удается завести новые знакомства, и зачастую они страдают этими вещами:
1. Закрытость, притворство и отсутствие отзывчивости. Позвал их гулять? Они промолчат. Спрашиваешь как дела и пытаешься завести разговор? Они будут давать самые сухие ответы в мире. С такими людьями тяжело выходить на связь и держать ее.

В добавок к этому, еще такие люди никогда не будут говорить чего они именно хотят. Вместо этого они будут выдавливать очевидно лживые желания, якобы думая, что они так кому-то понравятся.",NOISE,"Opinion, external judgment."
"что я понял так это то что в постсовке 99% молодых девушек хотят чтобы парень/муж брал на себя все финансовые трудности, а девушка ничего не должна в принципе. все ее деньги это только ее деньги, все деньги мужа общие. Так и живем. Общий бюджет, разделение обязанностей? Не, не слышали вообще",ALL_OR_NOTHING,Sweeping generalization using absolutes.
мне так не нравиться что в волонтирс клаб все неорганизованно,NOISE,Situational complaining.
"Друзья мои, кто нибудь объясните пожалуйста. Откуда все это взялось? Откуда все это началось? Как мир создан? Что было до большого взрыва? Как вообще создался вселенная, жизнь? Или они всегда были? Но логично ли это то что, что-то может существовать бесконечно и он никогда не создался и он просто был? У меня щяс мозг взорветсяяяя ААААА",NOISE,"Existential questions, intellectual frustration."
"Люди которые все еще ждут ssh ranking, мне кажется они уже забили на это",MIND_READING,Assumes others' thoughts/actions.
"30 часов в кс, чувствую себя маленьким ребенком который ничего не умеет. Не стрелять, не думать. Противники меня прочитали как книга, любое движение и  сразу хед. На А выйти это пздц, как камикадзе.",ALL_OR_NOTHING,Absolute self-judgment of incompetence.
"кем можно работать во время учебы, если не репетитором?
пробовала очень много раз, вроде и на волонтерстве преподавала, давала пробные, все время волнуюсь, объяснять не получается. Мне начинает казаться, что уже не мое. Вроде хорошо все знаю, а как чувствую ответственность начинаю волноваться и тупить.",DISTRESS,Expresses anxiety and self-doubt.
"Привет всем! Я будущий первокурсник и планирую заселяться в общагу. Есть довольно специфический вопрос.
Я занимаюсь майнингом криптовалют и владею небольшой майнинг-фермой. Прежде чем везти оборудование, мне критически важно понять, потянет ли электросеть общежития.
Что у меня есть (чтобы было понятно масштаб):
1. 8 ASIC-майнеров (типа Bitmain
Antminer S19 ). Каждый жрет
~3300 Вт.
2. 6 ферм на GPU (видеокарты типа RX 7900). Каждая ~450 Вт. 3. Система обдува: Еще ~1000 Вт на вентиляторы.
Итого: В пике вся эта система требует около 30 000 Вт (30 кВт).
Да. это очень много, я понимаю.",NOISE,Highly specific technical question.
"Всем привет я будущий первокурсник и хотел узнать есть ли электрозаправки , электростанции на территории НУ? У меня просто кибертрак и сколько метром в ширину и длину парковки в НУ? Габариты просто реально большие у кибертрака. Мой кибертрак хотя бы меньше потребляет чем майнинг из за чего надеюсь не будет никаких проблем с подзарядкой трака.",NOISE,"Irrelevant, likely humorous."
"Всем привет,

У меня на мрт нашли гемангиому. Нейрохирурги и неврапатологи советуют цементирование (настоятельно и уверенно). Кто через это проходил нужен совет, ну или хотябы личный опыт.

Спасибо",NOISE,Asking for medical advice.
"Всем привет я будущий первокурсник и хотел узнать есть ли электрозаправки , электростанции на территории НУ? У меня просто кибертрах и сколько метром в ширину и длину парковки в НУ? Габариты просто реально большие у кибертраха. Мой кибертрах хотя бы меньше потребляет чем майнинг из за чего надеюсь не будет никаких проблем с подзарядкой траха.",NOISE,Asking practical university questions.
"всем привет и я снова хочу спросить сможет ли этот жалкий униаерситет выдержать мое присутствие на тесла кибертраке, ибо он настолько дорог мощен и огромен что я не уверен в том, что его величие сможет быть тут",NOISE,"Exaggerated, humorous complaint."
"не нужен Казахстану никакой Ташкент, Оренбург, Астрахань и Омск. знаю что все они расположены в районе старых казахских кочевьи, и знаю что первые два города были раньше столицами. давайте лучше сохраним то что имеем сейчас, бізге нафиг керек емес ол.

то же самое про Республику Алтай, некоторые наши невежды (особенно взрослые люди) понятия не имеют что существует отдельный народ алтайцев (и это НЕ казахи), у которых есть СВОЙ язык, СВОЯ культура, СВОЯ литература и СВОЯ земля. я знаю что в Кош-Агачском районе Р. Алтай большинство населения казахи, но считать всю республику за “казахскую” и называть алтайцев как якобы “біздің қазақтар” это во первых показывает что человек ничего незнает о регионе и вцелом о населении (құдайға шүкір интернет бар), а во вторых это просто отсутствие банального уважения коренному населению.

тоже самое нет смысла “возвращать земли” так скажем, казахов Китая, им (казахам) оно ненадо, они лучше нас сохранили традиции, язык и культуру, Китай уже давно создал Или-Казахскую автономию, даже если она внутри Синьцзян Уйгурской Автономии. ничего, люди нормально живут.",NOISE,Expressing geopolitical opinions.
"Люди хэлпаните с моей поехавшей кукухой.

В общем, заметил за собой, что мне не комфортно и эмоционально трудно принимать любую значительную помощь или подарки от родителей, по типу смартфона, машины, путешествия, оплаты обучения заграницей, решения проблем и тд. Но умом я понимаю, что это вредит моему будущему, т.к невыгодно отказываться от бесплатных благ.  
Я не знаю истинной причины почему я отказываюсь от этого, но тут пара вариантов, может вы выявите, исходя из изложенных мыслей, root cause.

С одной стороны, я презираю (хотя не правильное слово наверное, потому у меня есть такие знакомые и друзья, с которыми я нормально веду общение) всяких мажиков и вип особей, которые ничего не добившись сами и не приложив усилий, ведут праздный образ жизни и проводят time of their lives: 'учатся' за границей, путешествуют, вступают в отношения, даря друг другу дорогие подарки, покупая айс латте каждый день и тд. И наверное, я не хочу становится одним из них.  И наверное, мне приятно видеть себя 'лучше и правильней' их. Хотя это скорее всего классическая ситуация 'мы бедные, но гордые'",DISTRESS,"Internal conflict, self-perception issues."
"Деклейрить псир не сложно? Быть в топ 80 за два семестра реально? Я перваш, бывали ли такие случаи где студ не попал в топ 80 и у него не получмлось? Или это совсем изи?",NOISE,Asking academic practical questions.
"Из-за британцев я остался без твиттера, как говорил Гордон 'пиздуйте нахуй отсюда ебаные пидорасы', твиттер был одной из радостей в жизни, а они вот так с нами поступили ограничив все. Никаких больше chudai и тому подобного. Как же у меня горит",NOISE,Expressing external anger/frustration.
"если я не разговавариваю на казахском но понимаю все, будет сложно закрыть 2 трех сотых??",NOISE,Asking academic practical question.
"Те кто брали антропологию как думаете каковы последствия расового смешения? Правильно ли казахи делают что придерживаются «чистоты крови»? Почему метисы в большинстве случаев очень красивые? Можно конечно узнать все изучив но мне интересна именно дискуссия на эту тему среди студентов лучшего исследовательского университета средней Азии, также многие из нас выросли слушая о том что казахи такие чистокровные и тд, а чтобы перешагнуть эти установки нужны конкретные факты",NOISE,Initiating a discussion topic.
"Я четвераш экон, мне нужно еще 2 humanities electives для выпуска но в фолле я ничего не зарегала. Есть шансы зарегать их в спринге?",NOISE,Asking academic practical question.
"я третьяш эконщик, у меня 0 гум элективов. успею ли я все закрыть до выпуска? че то смотрю а приоров то вообще нет на гум элективы",NOISE,Asking academic practical question.
"Ребята, я после окончания не нашла работу другую, работаю как RA. До 1-го сентября надо сдать справку. Могу я просто RA контракт выслать? Или менеджер может составить справку?
Также у меня пока контракт только на лето, следующий период скорее всего с опозданием оформят. Как поступить в такой ситуации?

Поделитесь своим опытом, я очень тревожусь",DISTRESS,Expressing significant anxiety.
"те, кто жалуются по поводу бассейна аля дорожки тесные, где безопасность блабла. 
единственный раз, когда было неудобно это когда миллион детей одновременно заходят в сауну. а так если вы будете соблюдать элементарные правила по типу плавать с права, не останавливаться по середине дорожки, никаких проблем с тесной дорожкой не будет. а по поводу раздевалки, новая как будто бы чище чем старая. да и зачем огромную раздевалку, если посещаемость студентов и стаффа гораздо меньше чем тех, кто приходят извне. 

хватит ныть на каждую
мелочь «ой я боюсь за свою жизнь????». даже если гости пройдут в скайволк, часто это мамаши с колясками, которые ждут своих детишек с секции.",NOISE,Criticizing others' complaints.
"I see AI is everywhere … replacing many people in this and that
What is even worth studying and how to find a job in the future? So anxious",DISTRESS,Expressing anxiety about future.
"Не знаю что делать, помогите. У меня есть кот который со мной уже 15 лет. И вот сейчас я женюсь а у жены Аллергия. Всех родственников обзвонил никто не захотел брать старую кошку, да в принципе не хотели брать. На ОЛХ поставил там тоже глухо. Единственное что приходит на ум это усыпление, на улицу отпустить не могу, никогда там не жил вдруг попадутся псы и в мучениях может умереть",DISTRESS,Expressing distress over pet.
"чувак который опозорился на встрече с ГГГ, задав необдуманный вопрос

если ты думаешь, что этот постыдный момент все забыли 

знай, я его еще помню и угараю ахпхпххп",MIND_READING,Assuming another's thoughts.
"Почему я выпускаюсь в этом году а у меня почти на все не техникал элективки либо 3 приор, либо нет приора(((",NOISE,Complaining about course registration.
"У кого-нибудь начинал ноут жестко тупить после обновления на 11 виндоус?? У меня автоматически обновился, теперь все грузит только с полпинка ????
Что можно сделать с этим??",NOISE,Asking for technical advice.
я так устал видеть людей у которых весь контент в соц сетях построен на обучении/подаче в ну,NOISE,Complaining about social media.
"i'm always alone wherever i go in the university, and every time, i see a pair of friends, or a big group walking together and chatting. i never see anyone else walking by themselves. is it over for me? (1st year female)",ALL_OR_NOTHING,Absolute statements about social life.
почему все скидывают предсказания с корипкел ну бот в чаты?? я правильно понял что он в личку не может их скидывать? как так,NOISE,Asking a question
"How do I know the weapon is complete? Well let me share with you some details - Jedha, Saw Gerrera, his band of fanatics, holy city, the last reminder of the Jedi. Gone",NOISE,"Fictional narrative, irrelevant"
"Что делать, если каждый раз когда прохожу у турникета то я боюсь, что оно резко закроется и больна будет моим ножкам ????????????????",DISTRESS,Expressing fear/anxiety
У меня у одной так? Или у всех гумов в этом семестре именно вт и чт забиты? Всее курсы которые я хотела зарегать или могла зарегать всее выпадают на вт чт чзх,ALL_OR_NOTHING,Uses 'all' (всее)
Мой братишка фантазирует о том как меня избивают абушки. У всех так?,NOISE,Asking for comparison
"Хелп пожалуйста своими советами для продуктивной учебы, я ужасно себя чувствую хотя прошла всего одна неделя, уже столько давления и нервяка, какие вы техники для учебы используете, как себя мотивировать? Помогите прошу",DISTRESS,Expressing strong emotional pain
"Я в расстерянности. 

С того момента как поступил в ну, потихоньку у меня начались появляться мысли о том что, я довольно средненький по уровню интеллекта, работоспособности и в целом хард скиллов. Это еще и не говоря про софт скиллы. Но однажды  отец начал говорить о своих новоприбавших сотрудников на работе, и я удивился с каким багажом не то что знаний, а навыков приходят к ним. Удивление было скорее отрицательным. Шок в шоке. И тут я понял может я реально прям где-то по середине. Overqualified, но при этом одновременно и недостаточно имею скиллы, чтоб работать/стажироваться. У меня ощущение, что я знаю всё, но при этом и ничего. У меня есть страх не то что по-жесткому тупить, а скорее, даже, что и не возьмут совсем. Просто удивятся, что учусь в ну, но при этом нихуя не умею (возможно я себя накручиваю). Я не принадлежу ни к чему миру. Даже сейчас, я хз грамотно ли я пишу. А знаете что самое главное? Возможно что это простое распиздяйство. Возможно я просто обленился. А может быть и выгорание. Я запутался. 

Нахуя это я написал? 
Просто.",MIND_READING,Assumes others' negative judgment
"Норм если я втораш механикал, но у меня слабый ноут?
Смотрю у всех моих однокурсников игровые.",ALL_OR_NOTHING,Compares to 'all' classmates
"А знаете, в чём самый главный прикол?
У вас же по-любому был в школе ботан, да? Которого какой-то быдлан пиздил каждый день, и в один из дней ботан реально взбесился и в него вселился берсерк!!!! 
И ботан просто начал хуярить его как не в себя с криками : 'ну что, соснул хуйца?!'?
Вот у меня в классе такой был. Я постоянно его чморил, а потом в один из дней он отпиздил меня как последнего черта, чисто на адреналине и животной злости он накинулся на меня и я ничего не мог сделать, он пиздил меня как ебунявую собаку!",NOISE,Sharing a story
cuка я так угарал с поста про отца в VA ПОЧЕМУ ЛЮДИ ТУТ СПРАШИВАЮТ БУКВАЛЬНО ВСЕ,ALL_OR_NOTHING,Generalization about 'everything'
